cluster_name,classification_label,num_distinct_enzyme_classes,num_distinct_enzyme_subfamilies,total_ec_numbers,enzyme_classes,enzyme_subfamilies,all_ec_numbers,e2p2_file
RANDOM_MGC_5271,0,1,1,1,2,2.7,2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5271/RANDOM_MGC_5271.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5272,0,1,1,1,2,2.7,2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5272/RANDOM_MGC_5272.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5273,0,1,1,1,1,1.17,1.17.4.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5273/RANDOM_MGC_5273.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5274,0,2,2,2,2;4,2.1;4.1,2.1.1.85;4.1.1.31,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5274/RANDOM_MGC_5274.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5275,0,2,2,3,1;3,1.1;3.1,3.1.3.16;1.1.1.2;1.1.1.311,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5275/RANDOM_MGC_5275.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4541,0,1,1,1,3,3.6,3.6.4.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4541/RANDOM_MGC_4541.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4542,0,1,1,1,3,3.4,3.4.19.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4542/RANDOM_MGC_4542.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4543,0,2,2,2,2;3,2.7;3.6,3.6.5.4;2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4543/RANDOM_MGC_4543.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4544,0,1,1,1,2,2.3,2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4544/RANDOM_MGC_4544.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4545,0,1,1,2,3,3.6,3.6.4.12;3.6.4.13,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4545/RANDOM_MGC_4545.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4546,0,2,2,2,2;3,2.4;3.5,3.5.1.23;2.4.1.43,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4546/RANDOM_MGC_4546.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4547,0,1,1,1,2,2.7,2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4547/RANDOM_MGC_4547.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4548,0,1,1,1,2,2.3,2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4548/RANDOM_MGC_4548.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4549,0,3,3,5,1;2;3,1.2;2.5;3.2,2.5.1.18;3.2.2.6;1.2.1.28;1.2.3.1;1.2.3.7,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4549/RANDOM_MGC_4549.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4550,0,2,2,2,2;3,2.3;3.2,3.2.1.15;2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4550/RANDOM_MGC_4550.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4551,0,2,2,3,3;4,3.1;4.1,3.1.1.32;3.1.1.4;4.1.2.48,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4551/RANDOM_MGC_4551.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4552,0,1,1,1,2,2.7,2.7.1.11,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4552/RANDOM_MGC_4552.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4553,0,1,1,1,2,2.3,2.3.1.45,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4553/RANDOM_MGC_4553.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4554,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4554/RANDOM_MGC_4554.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4555,0,2,2,2,2;5,2.7;5.2,2.7.7.19;5.2.1.8,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4555/RANDOM_MGC_4555.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4556,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4556/RANDOM_MGC_4556.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4557,0,2,2,2,1;3,1.14;3.2,1.14.14.154;3.2.1.21,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4557/RANDOM_MGC_4557.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4558,0,1,1,2,7,7.6,7.6.2.1;7.6.2.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4558/RANDOM_MGC_4558.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4559,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4559/RANDOM_MGC_4559.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4560,0,1,2,2,3,3.1;3.4,3.1.1.112;3.4.25.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4560/RANDOM_MGC_4560.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4561,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4561/RANDOM_MGC_4561.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4562,0,2,2,2,1;5,1.4;5.2,1.4.4.2;5.2.1.8,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4562/RANDOM_MGC_4562.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4563,0,1,1,1,2,2.7,2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4563/RANDOM_MGC_4563.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4564,0,1,1,2,2,2.3,2.3.1.20;2.3.1.75,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4564/RANDOM_MGC_4564.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4565,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4565/RANDOM_MGC_4565.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4566,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4566/RANDOM_MGC_4566.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4567,0,2,2,2,1;3,1.8;3.4,1.8.3.2;3.4.16.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4567/RANDOM_MGC_4567.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4568,0,1,1,1,2,2.3,2.3.2.26,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4568/RANDOM_MGC_4568.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4569,0,3,4,4,2;3;5,2.3;2.4;3.6;5.6,3.6.4.12;5.6.2.4;2.3.2.27;2.4.2.41,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4569/RANDOM_MGC_4569.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4570,0,2,2,2,2;3,2.7;3.5,3.5.1.98;2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4570/RANDOM_MGC_4570.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4571,0,2,2,2,2;3,2.3;3.4,3.4.16.6;2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4571/RANDOM_MGC_4571.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4572,0,1,1,2,3,3.1,3.1.2.6;3.1.1.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4572/RANDOM_MGC_4572.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4573,0,1,1,2,3,3.1,3.1.1.5;3.1.2.22,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4573/RANDOM_MGC_4573.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4574,0,2,3,4,1;3,1.14;1.4;3.2,1.14.11.9;3.2.1.129;1.14.20.6;1.4.3.21,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4574/RANDOM_MGC_4574.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4575,0,1,1,1,6,6.4,6.4.1.4,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4575/RANDOM_MGC_4575.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4576,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4576/RANDOM_MGC_4576.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4577,0,1,1,1,2,2.7,2.7.7.6,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4577/RANDOM_MGC_4577.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4578,0,1,1,1,7,7.6,7.6.2.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4578/RANDOM_MGC_4578.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4579,0,2,2,2,1;3,1.14;3.1,3.1.3.16;1.14.17.4,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4579/RANDOM_MGC_4579.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4580,0,1,2,3,3,3.1;3.7,3.1.1.1;3.7.1.8;3.7.1.17,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4580/RANDOM_MGC_4580.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4581,0,1,1,3,3,3.1,3.1.3.48;3.1.3.64;3.1.3.95,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4581/RANDOM_MGC_4581.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4582,0,1,1,1,2,2.7,2.7.11.34,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4582/RANDOM_MGC_4582.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4583,0,1,1,1,2,2.7,2.7.6.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4583/RANDOM_MGC_4583.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4584,0,1,2,2,2,2.3;2.7,2.7.7.7;2.3.1.30,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4584/RANDOM_MGC_4584.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4585,0,1,1,1,1,1.14,1.14.14.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4585/RANDOM_MGC_4585.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4586,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4586/RANDOM_MGC_4586.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4587,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4587/RANDOM_MGC_4587.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4588,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4588/RANDOM_MGC_4588.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4589,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4589/RANDOM_MGC_4589.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4590,0,1,1,2,3,3.1,3.1.1.14;3.1.1.32,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4590/RANDOM_MGC_4590.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4591,0,2,2,2,2;3,2.7;3.1,3.1.1.11;2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4591/RANDOM_MGC_4591.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4592,0,2,2,3,2;3,2.7;3.6,2.7.11.22;2.7.11.23;3.6.4.13,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4592/RANDOM_MGC_4592.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4593,0,1,1,4,1,1.23,1.23.1.1;1.23.1.2;1.23.1.3;1.23.1.4,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4593/RANDOM_MGC_4593.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4594,0,1,1,1,2,2.3,2.3.1.304,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4594/RANDOM_MGC_4594.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4595,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4595/RANDOM_MGC_4595.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4596,0,1,2,3,1,1.1;1.21,1.1.1.194;1.1.1.195;1.21.3.3,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4596/RANDOM_MGC_4596.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4597,0,1,1,1,2,2.1,2.1.1.104,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4597/RANDOM_MGC_4597.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4598,0,2,3,4,2;3,2.1;2.3;3.1,3.1.3.16;2.3.2.27;2.1.1.273;2.1.1.274,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4598/RANDOM_MGC_4598.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4599,0,1,1,1,3,3.1,3.1.13.4,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4599/RANDOM_MGC_4599.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4600,0,2,2,6,1;2,1.23;2.3,1.23.1.1;1.23.1.2;1.23.1.3;1.23.1.4;2.3.1.119;2.3.1.199,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4600/RANDOM_MGC_4600.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4601,0,3,3,3,1;3;7,1.3;3.1;7.2,3.1.3.24;1.3.5.1;7.2.2.10,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4601/RANDOM_MGC_4601.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_4602,0,1,1,1,1,1.1,1.1.1.223,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_4602/RANDOM_MGC_4602.MaxWeightAbsoluteThreshold.default.pf
